Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
2466,Xherdan Shaqiri,ch SUI,MF,Lyon,fr Ligue 1,29,1991,7.5,0.00,0.00,0.00,1.07,0.27,0.40,5.07,0.27,0.40,0.00,0.00,0.00,4.53,0.13,0.00,100.0,Matches,6421ec64
2467,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,26,1995,17.8,0.45,0.00,0.00,1.80,0.90,0.17,6.12,0.51,0.73,0.00,0.06,0.00,5.34,1.12,0.84,57.1,Matches,9c94165b
2468,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,29,1992,22.0,0.32,0.05,0.05,0.82,0.36,0.00,1.95,1.00,0.77,0.00,0.00,0.00,7.27,0.45,0.45,50.0,Matches,3727dd3c
2469,Aimar Sher,se SWE,MF,Spezia,it Serie A,18,2002,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,0.00,0.00,0.00,6.00,2.00,2.00,50.0,Matches,ef301f96
2470,Eldor Shomurodov,uz UZB,FWMF,Roma,it Serie A,26,1995,8.7,0.23,0.00,0.00,1.84,0.69,0.46,1.26,0.23,0.46,0.00,0.00,0.00,3.22,2.53,3.79,40.0,Matches,57469b2d
2471,Shola Shoretire,eng ENG,MF,Manchester Utd,eng Premier League,17,2004,0.2,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,,Matches,00f0482f
2472,Mahame Siby,ml MLI,DF,Strasbourg,fr Ligue 1,25,1996,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,100.0,Matches,6d075c67
2473,Aboubakar Sidibé,fr FRA,DF,Clermont Foot,fr Ligue 1,25,1996,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches,ae5b93a0
2474,Alassane Sidibe,ci CIV,MF,Atalanta,it Serie A,19,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,10.0,0.00,0.00,,Matches,f944979d
2475,Djibril Sidibé,fr FRA,DFMF,Monaco,fr Ligue 1,29,1992,10.5,0.57,0.00,0.00,1.62,0.86,0.00,2.19,1.52,1.24,0.00,0.10,0.00,4.95,1.33,0.38,77.8,Matches,4c5b714f
2476,Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,23,1998,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.00,0.00,4.44,1.11,3.33,25.0,Matches,9c2b1f11
2477,Francisco Sierralta,cl CHI,DF,Watford,eng Premier League,24,1997,4.7,0.00,0.00,0.00,0.85,0.64,0.00,0.00,1.28,0.64,0.00,0.00,0.21,3.62,3.19,0.21,93.8,Matches,0f933743
2478,Arnór Sigurðsson,is ISL,FWMF,Venezia,it Serie A,22,1999,2.0,0.00,0.00,0.00,1.00,0.50,0.00,1.50,0.50,0.50,0.00,0.00,0.00,6.00,0.00,3.50,0.0,Matches,f209b81e
2479,Kiliann Sildillia,fr FRA,DFMF,Freiburg,de Bundesliga,19,2002,1.9,0.53,0.00,0.00,0.53,0.53,0.00,2.63,1.05,1.58,0.00,0.00,0.00,8.42,0.53,2.11,20.0,Matches,313254a3
2480,Adrien Silva,pt POR,MF,Sampdoria,it Serie A,32,1989,12.0,0.25,0.08,0.00,1.08,1.42,0.00,0.50,1.92,1.00,0.00,0.00,0.00,8.08,0.92,0.92,50.0,Matches,d6f88a1d
2481,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,25,1995,23.1,0.04,0.00,0.00,0.87,1.21,0.69,0.30,0.09,0.39,0.00,0.00,0.00,2.86,1.60,2.81,36.3,Matches,3effaa34
2482,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,26,1994,31.7,0.19,0.00,0.00,0.95,1.04,0.28,1.83,0.63,0.91,0.03,0.00,0.00,4.92,0.22,0.47,31.8,Matches,3eb22ec9
2483,Caio Henrique Oliveira Silva,br BRA,DFMF,Monaco,fr Ligue 1,24,1997,29.6,0.17,0.00,0.00,0.64,0.74,0.07,4.29,0.91,1.01,0.03,0.00,0.00,6.93,0.44,0.91,32.5,Matches,30af8b93
2484,David Silva,es ESP,MF,Real Sociedad,es La Liga,35,1986,19.1,0.21,0.05,0.00,1.20,1.31,0.16,1.57,0.37,0.89,0.10,0.05,0.00,4.76,0.79,0.58,57.7,Matches,e2716bd0
2485,Fábio Silva,pt POR,FW,Wolves,eng Premier League,19,2002,6.4,0.00,0.00,0.00,2.03,1.09,0.63,0.31,0.16,0.31,0.00,0.00,0.00,2.81,1.41,4.22,25.0,Matches,e7aa9d7c
2486,Gabriel Silva,br BRA,DFMF,Saint-Étienne,fr Ligue 1,30,1991,7.9,0.13,0.00,0.00,1.14,2.03,0.00,0.89,2.15,0.89,0.00,0.00,0.00,3.16,0.76,1.90,28.6,Matches,4914ed4a
2487,Jonathan Silva,ar ARG,DFFW,Getafe,es La Liga,27,1994,2.5,1.60,0.00,0.00,4.00,2.00,0.00,4.00,1.20,3.20,0.00,0.00,0.00,6.80,0.40,0.80,33.3,Matches,f2308b33
2488,Rui Silva,pt POR,GK,Betis,es La Liga,27,1994,21.8,0.09,0.00,0.00,0.05,0.14,0.00,0.00,0.05,0.00,0.00,0.05,0.00,1.33,0.14,0.00,100.0,Matches,ea83bfa6
2489,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,36,1984,29.4,0.07,0.00,0.00,0.41,0.41,0.03,0.07,1.50,0.71,0.03,0.00,0.00,7.28,1.90,1.05,64.4,Matches,86e7deaf
2490,Marco Silvestri,it ITA,GK,Udinese,it Serie A,30,1991,35.0,0.03,0.00,0.00,0.03,0.17,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.77,0.20,0.00,100.0,Matches,0d422df7
2491,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,21,2000,22.3,0.22,0.00,0.00,1.12,1.52,0.00,0.27,1.79,1.21,0.00,0.00,0.00,7.13,2.83,0.94,75.0,Matches,fcb27134
2492,Giovanni Simeone,ar ARG,FW,Hellas Verona,it Serie A,26,1995,29.5,0.27,0.00,0.00,1.90,1.97,1.15,0.88,0.20,0.51,0.03,0.00,0.00,2.75,2.03,3.66,35.7,Matches,343c0d52
2493,Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,26,1995,0.1,0.00,0.00,0.00,10.0,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches,343c0d52
2494,Giuliano Simeone,ar ARG,MF,Atlético Madrid,es La Liga,18,2002,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,100.0,Matches,a6536561
2495,Ellis Simms,eng ENG,FW,Everton,eng Premier League,20,2001,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,2.86,5.71,33.3,Matches,26d3b5be
2496,Moses Simon,ng NGA,MFFW,Nantes,fr Ligue 1,26,1995,25.9,0.12,0.00,0.00,0.54,1.00,0.15,7.99,0.46,0.42,0.00,0.00,0.00,4.59,0.58,0.85,40.5,Matches,5f3eaaf5
2497,Unai Simón,es ESP,GK,Athletic Club,es La Liga,24,1997,34.0,0.09,0.00,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.00,0.03,1.29,0.21,0.03,87.5,Matches,5dcf3e90
2498,Xavi Simons,nl NED,MFFW,Paris S-G,fr Ligue 1,18,2003,1.5,0.67,0.00,0.00,1.33,2.67,0.00,0.67,0.00,0.67,0.00,0.00,0.00,5.33,1.33,0.67,66.7,Matches,da4d670f
2499,Wilfried Singo,ci CIV,DF,Torino,it Serie A,20,2000,29.0,0.17,0.03,0.00,1.48,2.03,0.28,2.76,0.79,1.21,0.00,0.00,0.00,5.86,1.45,1.14,56.0,Matches,8b609c34
2500,Daley Sinkgraven,nl NED,DFMF,Leverkusen,de Bundesliga,26,1995,3.9,0.00,0.00,0.00,0.00,0.77,0.00,1.79,0.77,0.51,0.00,0.00,0.00,5.64,0.77,1.79,30.0,Matches,73000a79
2501,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,33,1988,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,Matches,0d8a37c2
2502,Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,19,2002,0.2,0.00,0.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches,c6cf860f
2503,Salvatore Sirigu,it ITA,GK,Genoa,it Serie A,34,1987,37.0,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.03,0.00,0.00,0.03,0.76,0.14,0.00,100.0,Matches,10dc46f0
2504,Issouf Sissokho,ml MLI,MF,Bordeaux,fr Ligue 1,19,2002,4.8,0.63,0.21,0.21,2.50,1.46,0.00,1.25,1.46,1.67,0.00,0.00,0.00,7.08,0.21,1.04,16.7,Matches,792a9d41
2505,Ibrahima Sissoko,fr FRA,MFDF,Strasbourg,fr Ligue 1,23,1997,25.6,0.23,0.00,0.00,2.34,1.09,0.00,0.82,1.37,0.90,0.04,0.00,0.00,6.60,2.30,1.13,67.0,Matches,0f8418aa
2506,Moussa Sissoko,fr FRA,MF,Watford,eng Premier League,31,1989,35.8,0.14,0.00,0.00,0.98,0.31,0.06,0.73,0.84,0.75,0.00,0.00,0.00,6.73,1.79,1.45,55.2,Matches,2acd49b9
2507,Nelson Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,24,1997,0.5,2.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,Matches,12bd0579
2508,Sambou Sissoko,fr FRA,MFDF,Reims,fr Ligue 1,22,1999,2.0,0.00,0.00,0.00,0.50,2.00,0.00,0.50,1.00,3.00,0.00,0.00,0.00,6.00,2.00,1.00,66.7,Matches,e4bb1f08
2509,Antonio Sivera,es ESP,GK,Alavés,es La Liga,24,1996,3.1,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.00,0.00,,Matches,9970da54
2510,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,26,1995,20.2,0.15,0.00,0.00,0.89,1.04,0.10,0.30,1.83,1.63,0.00,0.00,0.00,7.77,1.68,1.14,59.6,Matches,c2211709
2511,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,20,2000,15.0,0.40,0.00,0.00,1.07,1.07,0.07,0.40,0.80,1.27,0.00,0.00,0.00,5.13,0.80,0.67,54.5,Matches,6250083a
2512,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,21,1999,13.0,0.31,0.15,0.08,1.15,0.46,0.23,0.00,0.62,0.69,0.00,0.00,0.00,6.54,4.85,1.46,76.8,Matches,b35a7399
2513,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,30,1991,36.0,0.11,0.00,0.00,0.06,0.14,0.00,0.00,0.00,0.00,0.00,0.06,0.00,1.11,0.42,0.03,93.8,Matches,ab4449d6
2514,Andreas Skov Olsen,dk DEN,DFMF,Bologna,it Serie A,21,1999,8.3,0.00,0.00,0.00,0.48,1.81,0.00,4.46,0.36,1.20,0.00,0.00,0.00,5.78,0.48,1.20,28.6,Matches,c50cee19
2515,Robert Skov,dk DEN,FWDF,Hoffenheim,de Bundesliga,25,1996,4.1,0.24,0.00,0.00,1.46,1.22,0.00,4.39,0.73,0.49,0.00,0.00,0.00,4.88,0.73,1.22,37.5,Matches,ff98492b
2516,Milan Škriniar,sk SVK,DF,Inter,it Serie A,26,1995,35.0,0.09,0.00,0.00,1.23,0.66,0.06,0.09,0.71,0.77,0.00,0.03,0.00,4.57,1.46,1.49,49.5,Matches,30f5ffa9
2517,Islam Slimani,dz ALG,FW,Lyon,fr Ligue 1,33,1988,6.4,0.47,0.00,0.00,0.94,0.78,1.72,0.16,0.31,0.31,0.00,0.00,0.00,2.81,1.72,1.56,52.4,Matches,ffec9769
2518,William Smallbone,ie IRL,MFFW,Southampton,eng Premier League,21,2000,1.5,0.00,0.00,0.00,1.33,0.67,0.00,2.67,1.33,2.67,0.00,0.00,0.00,8.00,0.67,2.00,25.0,Matches,5e105217
2519,Chris Smalling,eng ENG,DF,Roma,it Serie A,31,1989,23.2,0.00,0.00,0.00,0.39,0.73,0.00,0.09,1.12,0.99,0.00,0.00,0.04,4.57,2.11,0.56,79.0,Matches,b6964eb6
2520,Emile Smith Rowe,eng ENG,MF,Arsenal,eng Premier League,21,2000,21.3,0.05,0.00,0.00,0.23,0.99,0.09,2.11,0.70,0.33,0.00,0.00,0.00,4.93,0.33,0.85,28.0,Matches,17695062
2521,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,29,1991,16.5,0.18,0.00,0.00,0.91,0.36,0.18,6.06,0.97,1.58,0.00,0.06,0.00,4.79,0.73,1.64,30.8,Matches,839c14e1
2522,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,29,1991,28.5,0.14,0.00,0.00,1.19,1.47,0.00,2.32,2.18,2.49,0.00,0.07,0.00,10.1,1.65,1.05,61.0,Matches,c05f2f8c
2523,Rubén Sobrino,es ESP,MF,Valencia,es La Liga,29,1992,0.2,0.00,0.00,0.00,10.0,0.00,0.00,0.00,10.0,5.00,0.00,0.00,0.00,0.00,5.00,0.00,100.0,Matches,19b776e9
2524,Rubén Sobrino,es ESP,MFFW,Cádiz,es La Liga,29,1992,20.7,0.19,0.00,0.00,2.22,1.59,0.19,0.68,1.01,0.82,0.00,0.00,0.00,5.17,1.84,2.66,40.9,Matches,19b776e9
2525,Alex Sola,es ESP,DFMF,Real Sociedad,es La Liga,22,1999,0.5,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,8.00,0.00,2.00,0.0,Matches,5fa714d5
2526,Augusto Solari,ar ARG,MFDF,Celta Vigo,es La Liga,29,1992,7.9,0.63,0.00,0.00,2.91,1.39,0.13,6.20,0.89,1.52,0.00,0.00,0.00,8.23,0.51,1.27,28.6,Matches,3ca6106c
2527,Roberto Soldado,es ESP,FW,Levante,es La Liga,36,1985,7.4,0.95,0.27,0.14,1.22,0.68,1.22,0.14,0.14,0.14,0.00,0.00,0.00,1.08,0.81,2.43,25.0,Matches,9d66fbe3
2528,Carlos Soler,es ESP,MF,Valencia,es La Liga,24,1997,27.5,0.15,0.00,0.00,0.76,1.67,0.07,5.35,0.51,0.69,0.00,0.00,0.00,5.02,0.44,0.62,41.4,Matches,fed17f5a
2529,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,32,1988,33.0,0.06,0.00,0.00,0.00,0.21,0.00,0.00,0.09,0.00,0.00,0.00,0.00,2.30,0.24,0.00,100.0,Matches,420c18a1
2530,Son,es ESP,DFMF,Levante,es La Liga,27,1994,21.9,0.23,0.05,0.00,0.96,0.64,0.14,2.05,0.87,0.82,0.05,0.00,0.00,6.67,0.46,0.87,34.5,Matches,037dbd30
2531,Brandon Soppy,fr FRA,DFMF,Udinese,it Serie A,19,2002,8.6,0.47,0.00,0.00,2.67,3.84,0.00,1.51,0.58,1.05,0.00,0.00,0.00,5.47,0.70,1.51,31.6,Matches,28f66c2e
2532,David Soria,es ESP,GK,Getafe,es La Liga,28,1993,37.9,0.11,0.00,0.00,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.03,0.00,1.19,0.37,0.00,100.0,Matches,8f8c6934
2533,Roberto Soriano,it ITA,MF,Bologna,it Serie A,30,1991,29.1,0.21,0.07,0.03,1.68,1.62,0.10,1.17,0.76,1.03,0.00,0.03,0.00,4.78,0.82,1.58,34.3,Matches,9d4c45d6
2534,Alberto Soro,es ESP,MFDF,Granada,es La Liga,22,1999,6.4,0.00,0.00,0.00,0.78,0.78,0.31,2.34,0.47,1.56,0.00,0.00,0.00,5.78,1.56,2.97,34.5,Matches,452c3055
2535,Borna Sosa,hr CRO,DFFW,Stuttgart,de Bundesliga,23,1998,27.8,0.14,0.00,0.00,0.47,0.94,0.00,8.60,0.94,0.43,0.00,0.00,0.00,5.36,0.72,0.68,51.3,Matches,af0d79a9
2536,Hugo Sotelo,es ESP,FW,Celta Vigo,es La Liga,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,3aa74860
2537,Florian Sotoca,fr FRA,FWMF,Lens,fr Ligue 1,30,1990,27.6,0.25,0.00,0.00,1.34,1.23,0.29,1.74,0.91,0.69,0.00,0.00,0.00,4.20,3.22,1.74,65.0,Matches,7a42d0df
2538,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,22,1999,13.8,0.29,0.07,0.07,1.09,2.90,0.51,3.41,0.07,0.29,0.00,0.00,0.00,2.32,0.51,0.94,35.0,Matches,94816803
2539,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,26,1995,34.0,0.09,0.00,0.00,1.15,0.53,0.12,0.38,1.53,0.94,0.00,0.00,0.00,5.18,3.91,4.15,48.5,Matches,6613c819
2540,Matìas Soulé,ar ARG,MF,Juventus,it Serie A,18,2003,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,,Matches,c13ddd3e
2541,Sambou Soumano,sn SEN,FWMF,Lorient,fr Ligue 1,20,2001,5.0,0.20,0.00,0.00,2.60,2.00,1.40,0.80,0.20,0.20,0.00,0.00,0.00,2.80,3.60,4.00,47.4,Matches,7cc00776
2542,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,29,1992,25.2,0.24,0.08,0.00,0.95,0.63,0.04,0.08,1.35,0.20,0.00,0.04,0.04,4.29,1.79,0.63,73.8,Matches,7b075c75
2543,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,22,1999,12.2,0.00,0.00,0.00,1.31,1.39,0.00,0.33,1.15,1.07,0.00,0.00,0.00,5.08,2.21,0.90,71.1,Matches,ae59b359
2544,Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,29,1992,25.9,0.15,0.00,0.00,1.08,0.93,0.00,2.97,1.31,1.35,0.00,0.04,0.00,5.56,1.62,1.27,56.0,Matches,4e0afc5d
2545,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,24,1997,26.8,0.19,0.00,0.00,1.57,1.42,0.00,0.34,1.87,1.23,0.00,0.04,0.00,7.43,1.01,1.16,46.6,Matches,4c6facae
2546,Saidou Sow,gn GUI,DF,Saint-Étienne,fr Ligue 1,19,2002,11.0,0.18,0.00,0.00,0.82,0.36,0.00,0.27,2.09,1.55,0.00,0.00,0.00,6.73,2.55,2.91,46.7,Matches,f6b94e8d
2547,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,25,1996,27.7,0.18,0.00,0.00,0.87,0.51,0.04,0.18,1.16,1.08,0.00,0.07,0.00,5.92,3.32,1.73,65.7,Matches,21166ff4
2548,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,28,1993,1.4,0.71,0.00,0.00,0.71,0.00,0.00,2.86,0.00,0.00,0.00,0.00,0.00,5.71,0.00,0.71,0.0,Matches,3626daea
2549,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,29,1992,5.0,0.20,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.20,0.00,100.0,Matches,ac4003af
2550,Tony Springett,eng ENG,MF,Norwich City,eng Premier League,18,2002,1.6,0.63,0.00,0.00,0.63,2.50,0.00,1.25,0.00,0.63,0.00,0.00,0.00,3.75,0.63,3.75,14.3,Matches,35be8087
2551,Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,24,1996,6.7,0.00,0.00,0.00,2.09,1.19,0.00,0.90,2.09,1.34,0.00,0.00,0.00,6.12,3.58,2.24,61.5,Matches,90339309
2552,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,22,1998,20.7,0.29,0.00,0.00,1.69,2.08,0.00,2.56,2.46,0.92,0.00,0.00,0.00,8.50,2.51,0.97,72.2,Matches,0f59a7bf
2553,Kostas Stafylidis,gr GRE,DFMF,Bochum,de Bundesliga,27,1993,15.4,0.19,0.06,0.00,0.78,1.23,0.06,4.16,2.01,1.75,0.00,0.00,0.00,5.91,1.62,1.62,50.0,Matches,861e0116
2554,Luca Stanga,it ITA,DF,Milan,it Serie A,19,2002,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches,2967bcd0
2555,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,21,2000,7.2,0.14,0.00,0.00,0.56,0.14,0.00,1.39,1.53,1.39,0.00,0.00,0.00,7.50,0.97,0.83,53.8,Matches,7ed08d5c
2556,Niklas Stark,de GER,DFMF,Hertha BSC,de Bundesliga,26,1995,22.6,0.13,0.00,0.00,0.84,0.88,0.04,0.00,1.59,0.71,0.00,0.04,0.00,5.09,2.17,1.46,59.8,Matches,aad48be9
2557,Jason Steele,eng ENG,GK,Brighton,eng Premier League,30,1990,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,100.0,Matches,28300a16
2558,Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,28,1992,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,Matches,a8a3d139
2559,Renato Steffen,ch SUI,MFDF,Wolfsburg,de Bundesliga,29,1991,10.7,0.56,0.00,0.00,1.78,1.40,0.00,2.34,1.21,1.50,0.00,0.00,0.00,5.33,1.59,1.78,47.2,Matches,dd669209
2560,Zack Steffen,us USA,GK,Manchester City,eng Premier League,26,1995,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,Matches,42130443
2561,Calvin Stengs,nl NED,MF,Nice,fr Ligue 1,22,1998,11.9,0.08,0.00,0.00,1.26,0.59,0.17,3.45,0.67,0.59,0.00,0.08,0.00,4.79,0.17,1.01,14.3,Matches,8f7e6783
2562,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,25,1996,10.0,0.10,0.00,0.00,1.30,0.40,0.00,1.80,1.10,1.10,0.00,0.00,0.00,8.40,1.30,1.20,52.0,Matches,99f7e9aa
2563,Dale Stephens,eng ENG,MF,Burnley,eng Premier League,32,1989,1.4,0.71,0.00,0.00,3.57,0.00,0.00,0.00,0.71,0.71,0.00,0.00,0.00,5.00,0.00,1.43,0.0,Matches,653ee42d
2564,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,27,1994,9.0,0.33,0.00,0.00,0.89,0.22,0.00,0.00,2.11,1.33,0.00,0.00,0.00,7.56,1.44,1.33,52.0,Matches,6adbc307
2565,Raheem Sterling,eng ENG,FWMF,Manchester City,eng Premier League,26,1994,23.6,0.04,0.00,0.00,0.81,1.57,0.42,2.12,0.51,0.42,0.08,0.00,0.00,3.64,0.17,0.76,18.2,Matches,b400bde0
2566,Finley Stevens,wls WAL,DF,Brentford,eng Premier League,18,2003,0.2,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,100.0,Matches,7e003182
2567,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,20,2001,18.8,0.05,0.00,0.00,1.33,0.69,0.05,0.90,0.48,0.90,0.00,0.00,0.00,6.17,1.38,1.38,50.0,Matches,3b1ed320
2568,Lars Stindl,de GER,MFFW,M'Gladbach,de Bundesliga,32,1988,18.1,0.55,0.00,0.00,1.66,0.88,0.28,0.77,0.55,0.83,0.00,0.00,0.00,5.75,0.72,1.77,28.9,Matches,7cd6badb
2569,Riccardo Stivanello,it ITA,DF,Bologna,it Serie A,17,2004,0.5,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,8.00,2.00,2.00,50.0,Matches,90e1d9dc
2570,Kevin Stöger,at AUT,MF,Mainz 05,de Bundesliga,27,1993,4.7,0.64,0.00,0.00,1.91,2.13,0.00,6.60,1.06,1.06,0.00,0.00,0.00,11.7,0.43,0.43,50.0,Matches,e5649a78
2571,Petar Stojanović,si SVN,DF,Empoli,it Serie A,25,1995,30.4,0.36,0.03,0.03,1.48,0.72,0.07,2.24,0.89,2.07,0.00,0.07,0.00,6.68,0.46,0.63,42.4,Matches,13b44b02
2572,John Stones,eng ENG,DF,Manchester City,eng Premier League,27,1994,12.4,0.00,0.00,0.00,0.24,0.48,0.00,0.24,0.89,0.24,0.00,0.00,0.00,4.19,3.79,0.81,82.5,Matches,5eecec3d
2573,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,26,1995,23.0,0.09,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,1.17,0.26,0.00,100.0,Matches,339fe0e8
2574,Stefan Strandberg,no NOR,DF,Salernitana,it Serie A,31,1990,10.4,0.19,0.10,0.10,0.77,0.19,0.10,0.38,0.87,0.77,0.00,0.10,0.10,5.48,2.88,1.35,68.2,Matches,6d5e62b0
2575,Dávid Strelec,sk SVK,MFFW,Spezia,it Serie A,20,2001,5.6,0.00,0.00,0.00,0.71,1.07,0.36,0.89,0.36,0.71,0.00,0.00,0.00,5.54,1.96,2.50,44.0,Matches,2cb9486d
2576,Tobias Strobl,de GER,MFDF,Augsburg,de Bundesliga,31,1990,3.6,0.28,0.00,0.00,1.67,0.56,0.00,0.56,1.94,0.83,0.00,0.00,0.00,6.67,1.94,1.11,63.6,Matches,17780d2b
2577,Kevin Strootman,nl NED,MF,Cagliari,it Serie A,31,1990,7.1,0.56,0.00,0.00,1.41,1.41,0.00,0.28,1.41,0.56,0.00,0.14,0.00,5.92,0.70,0.85,45.5,Matches,ef2e5e1a
2578,Pascal Struijk,nl NED,DFMF,Leeds United,eng Premier League,21,1999,22.8,0.26,0.04,0.00,1.10,0.35,0.04,0.00,1.45,1.71,0.00,0.00,0.00,7.06,1.75,1.71,50.6,Matches,f4d296e4
2579,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,30,1991,7.6,0.00,0.00,0.00,0.39,0.39,0.13,2.63,0.53,0.26,0.00,0.00,0.13,2.89,0.53,0.79,40.0,Matches,f91e81c9
2580,Leo Štulac,si SVN,MF,Empoli,it Serie A,26,1994,9.3,0.11,0.00,0.00,0.75,1.72,0.00,2.69,0.86,0.65,0.00,0.00,0.00,5.27,0.54,0.65,45.5,Matches,92948398
2581,Stefano Sturaro,it ITA,MF,Genoa,it Serie A,28,1993,19.6,0.61,0.00,0.00,2.70,1.89,0.20,1.89,0.77,1.33,0.00,0.00,0.00,4.90,2.55,2.55,50.0,Matches,2334478a
2582,Damián Suárez,uy URU,DF,Getafe,es La Liga,33,1988,30.1,0.43,0.00,0.00,1.53,1.10,0.03,4.32,1.03,1.56,0.00,0.00,0.00,6.41,0.83,0.96,46.3,Matches,ba5004e1
2583,Denis Suárez,es ESP,MF,Celta Vigo,es La Liga,27,1994,31.3,0.13,0.00,0.00,1.50,1.25,0.03,4.12,0.51,0.93,0.00,0.03,0.00,5.94,0.42,0.67,38.2,Matches,12c50af5
2584,Luis Suárez,uy URU,FW,Atlético Madrid,es La Liga,34,1987,20.4,0.34,0.00,0.00,0.98,1.27,0.59,0.29,0.05,0.25,0.10,0.05,0.00,2.06,0.93,1.18,44.2,Matches,a6154613
